GeoFips,GeoName,LineCode,Description,2019
42000,Pennsylvania,101,        Forestry and logging,4318
42000,Pennsylvania,102,"        Fishing, hunting and trapping",857
42000,Pennsylvania,103,        Support activities for agriculture and forestry,14283
42000,Pennsylvania,200,"      Mining, quarrying, and oil and gas extraction",40914
42000,Pennsylvania,201,        Oil and gas extraction,13556
42000,Pennsylvania,202,        Mining (except oil and gas),12971
42000,Pennsylvania,203,        Support activities for mining,14387
42000,Pennsylvania,300,      Utilities,24253
42000,Pennsylvania,400,      Construction,402150
42000,Pennsylvania,401,        Construction of buildings,91238
42000,Pennsylvania,402,        Heavy and civil engineering construction,47114
42000,Pennsylvania,403,        Specialty trade contractors,263798
42000,Pennsylvania,500,      Manufacturing,605213
42000,Pennsylvania,510,        Durable goods manufacturing,364463
42000,Pennsylvania,511,          Wood product manufacturing,25610
42000,Pennsylvania,512,          Nonmetallic mineral product manufacturing,22264
42000,Pennsylvania,513,          Primary metal manufacturing,36519
42000,Pennsylvania,514,          Fabricated metal product manufacturing,85781
42000,Pennsylvania,515,          Machinery manufacturing,48117
42000,Pennsylvania,516,          Computer and electronic product manufacturing,30633
42000,Pennsylvania,517,"          Electrical equipment, appliance, and component manufacturing",27934
42000,Pennsylvania,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",17995
42000,Pennsylvania,519,          Other transportation equipment manufacturing,21423
42000,Pennsylvania,521,          Furniture and related product manufacturing,17484
42000,Pennsylvania,522,          Miscellaneous manufacturing,30703
42000,Pennsylvania,530,        Nondurable goods manufacturing,240750
42000,Pennsylvania,531,          Food manufacturing,77160
42000,Pennsylvania,532,          Beverage and tobacco product manufacturing,11913
42000,Pennsylvania,533,          Textile mills,3623
42000,Pennsylvania,534,          Textile product mills,3629
42000,Pennsylvania,535,          Apparel manufacturing,5336
42000,Pennsylvania,536,          Leather and allied product manufacturing,1301
42000,Pennsylvania,537,          Paper manufacturing,21878
42000,Pennsylvania,538,          Printing and related support activities,24708
42000,Pennsylvania,539,          Petroleum and coal products manufacturing,5990
42000,Pennsylvania,541,          Chemical manufacturing,44032
42000,Pennsylvania,542,          Plastics and rubber products manufacturing,41180
42000,Pennsylvania,600,      Wholesale trade,238922
42000,Pennsylvania,700,      Retail trade,748812
42000,Pennsylvania,701,        Motor vehicle and parts dealers,90108
42000,Pennsylvania,702,        Furniture and home furnishings stores,18749
42000,Pennsylvania,703,        Electronics and appliance stores,17238
42000,Pennsylvania,704,        Building material and garden equipment and supplies dealers,48241
42000,Pennsylvania,705,        Food and beverage stores,145116
42000,Pennsylvania,706,        Health and personal care stores,50077
42000,Pennsylvania,707,        Gasoline stations,42372
42000,Pennsylvania,708,        Clothing and clothing accessories stores,50074
42000,Pennsylvania,709,"        Sporting goods, hobby, musical instrument, and book stores",26716
42000,Pennsylvania,711,        General merchandise stores,108127
42000,Pennsylvania,712,        Miscellaneous store retailers,64582
42000,Pennsylvania,713,        Nonstore retailers,87412
42000,Pennsylvania,800,      Transportation and warehousing,390380
42000,Pennsylvania,801,        Air transportation,13987
42000,Pennsylvania,802,        Rail transportation,8384
42000,Pennsylvania,803,        Water transportation,827
42000,Pennsylvania,804,        Truck transportation,92210
42000,Pennsylvania,805,        Transit and ground passenger transportation,102109
42000,Pennsylvania,806,        Pipeline transportation,2369
42000,Pennsylvania,807,        Scenic and sightseeing transportation,1208
42000,Pennsylvania,808,        Support activities for transportation,21448
42000,Pennsylvania,809,        Couriers and messengers,54307
42000,Pennsylvania,811,        Warehousing and storage,93531
42000,Pennsylvania,900,      Information,105741
42000,Pennsylvania,901,        Publishing industries (except Internet),30532
42000,Pennsylvania,902,        Motion picture and sound recording industries,11062
42000,Pennsylvania,903,        Broadcasting (except Internet),9469
42000,Pennsylvania,904,        Internet publishing and broadcasting 3/,(NA)
42000,Pennsylvania,905,        Telecommunications,31849
42000,Pennsylvania,906,"        Data processing, hosting, and related services",12928
42000,Pennsylvania,907,        Other information services 3/,9901
42000,Pennsylvania,1000,      Finance and insurance,430389
42000,Pennsylvania,1001,        Monetary Authorities-central bank,(D)
42000,Pennsylvania,1002,        Credit intermediation and related activities,99423
42000,Pennsylvania,1003,"        Securities, commodity contracts, and other financial investments and related activities",136155
42000,Pennsylvania,1004,        Insurance carriers and related activities,177283
42000,Pennsylvania,1005,"        Funds, trusts, and other financial vehicles",(D)
42000,Pennsylvania,1100,      Real estate and rental and leasing,327058
42000,Pennsylvania,1101,        Real estate,299472
42000,Pennsylvania,1102,        Rental and leasing services,26776
42000,Pennsylvania,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),810
42000,Pennsylvania,1200,"      Professional, scientific, and technical services",540792
42000,Pennsylvania,1300,      Management of companies and enterprises,147495
42000,Pennsylvania,1400,      Administrative and support and waste management and remediation services,406385
42000,Pennsylvania,1401,        Administrative and support services,385394
42000,Pennsylvania,1402,        Waste management and remediation services,20991
42000,Pennsylvania,1500,      Educational services,312645
42000,Pennsylvania,1600,      Health care and social assistance,1152004
42000,Pennsylvania,1601,        Ambulatory health care services,406599
42000,Pennsylvania,1602,        Hospitals,277559
42000,Pennsylvania,1603,        Nursing and residential care facilities,210433
42000,Pennsylvania,1604,        Social assistance,257413
42000,Pennsylvania,1700,"      Arts, entertainment, and recreation",183380
42000,Pennsylvania,1701,"        Performing arts, spectator sports, and related industries",90212
42000,Pennsylvania,1702,"        Museums, historical sites, and similar institutions",8728
42000,Pennsylvania,1703,"        Amusement, gambling, and recreation industries",84440
42000,Pennsylvania,1800,      Accommodation and food services,518316
42000,Pennsylvania,1801,        Accommodation,69299
42000,Pennsylvania,1802,        Food services and drinking places,449017
42000,Pennsylvania,1900,      Other services (except government and government enterprises),438238
42000,Pennsylvania,1901,        Repair and maintenance,92453
42000,Pennsylvania,1902,        Personal and laundry services,159585
42000,Pennsylvania,1903,"        Religious, grantmaking, civic, professional, and similar organizations",154891
42000,Pennsylvania,1904,        Private households,31309
42000,Pennsylvania,2000,    Government and government enterprises,772263
42000,Pennsylvania,2001,      Federal civilian,98276
42000,Pennsylvania,2002,      Military,34958
42000,Pennsylvania,2010,      State and local,639029
42000,Pennsylvania,2011,        State government,187616
42000,Pennsylvania,2012,        Local government,451413
44000,Rhode Island,,Employment by place of work,
44000,Rhode Island,10,Total employment (number of jobs),656527
44000,Rhode Island,,By type,
44000,Rhode Island,20,  Wage and salary employment,516468
44000,Rhode Island,40,  Proprietors employment,140059
44000,Rhode Island,50,    Farm proprietors employment,933
44000,Rhode Island,60,    Nonfarm proprietors employment 2/,139126
44000,Rhode Island,,By industry,
44000,Rhode Island,70,  Farm employment,1418
44000,Rhode Island,80,  Nonfarm employment,655109
44000,Rhode Island,90,    Private nonfarm employment,580853
44000,Rhode Island,100,"      Forestry, fishing, and related activities",(D)
44000,Rhode Island,101,        Forestry and logging,(D)
44000,Rhode Island,102,"        Fishing, hunting and trapping",(D)
44000,Rhode Island,103,        Support activities for agriculture and forestry,(D)
44000,Rhode Island,200,"      Mining, quarrying, and oil and gas extraction",(D)
44000,Rhode Island,201,        Oil and gas extraction,122
44000,Rhode Island,202,        Mining (except oil and gas),(D)
44000,Rhode Island,203,        Support activities for mining,14
44000,Rhode Island,300,      Utilities,1516
44000,Rhode Island,400,      Construction,32681
44000,Rhode Island,401,        Construction of buildings,7576
44000,Rhode Island,402,        Heavy and civil engineering construction,2504
44000,Rhode Island,403,        Specialty trade contractors,22601
44000,Rhode Island,500,      Manufacturing,42015
44000,Rhode Island,510,        Durable goods manufacturing,27009
44000,Rhode Island,511,          Wood product manufacturing,562
44000,Rhode Island,512,          Nonmetallic mineral product manufacturing,850
44000,Rhode Island,513,          Primary metal manufacturing,1450
44000,Rhode Island,514,          Fabricated metal product manufacturing,4825
44000,Rhode Island,515,          Machinery manufacturing,2010
44000,Rhode Island,516,          Computer and electronic product manufacturing,3894
44000,Rhode Island,517,"          Electrical equipment, appliance, and component manufacturing",1233
44000,Rhode Island,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",309
44000,Rhode Island,519,          Other transportation equipment manufacturing,5245
44000,Rhode Island,521,          Furniture and related product manufacturing,1220
